#peak 	 	#time 
2.727201	 	0.000000
3.615879	 	6.666667
4.079482	 	13.333333
4.462930	 	20.000000
4.783940	 	26.666667
4.829095	 	33.333333
4.691979	 	40.000000
4.707210	 	46.666667
4.604966	 	53.333333
4.829160	 	60.000000
4.377547	 	66.666667
4.958192	 	73.333333
4.767870	 	80.000000
5.187224	 	86.666667
4.942063	 	93.333333
4.971095	 	100.000000
4.956579	 	106.666667
5.058192	 	113.333333
5.088837	 	120.000000
5.335611	 	126.666667
4.971095	 	133.333333
4.882386	 	140.000000
4.967870	 	146.666667
5.158192	 	153.333333
4.963031	 	160.000000
5.222708	 	166.666667
5.088837	 	173.333333
5.048515	 	180.000000
4.883999	 	186.666667
5.183999	 	193.333333
4.901741	 	200.000000
5.092063	 	206.666667
4.909805	 	213.333333
5.009805	 	220.000000
4.746902	 	226.666667
4.869482	 	233.333333
4.545289	 	240.000000
5.035611	 	246.666667
5.032386	 	253.333333
5.088837	 	260.000000
4.911418	 	266.666667
5.080773	 	273.333333
4.863031	 	280.000000
4.764644	 	286.666667
4.942063	 	293.333333
4.908192	 	300.000000
4.701741	 	306.666667
5.027547	 	313.333333
4.738837	 	320.000000
4.824321	 	326.666667
4.625934	 	333.333333
4.756579	 	340.000000
4.833999	 	346.666667
4.990450	 	353.333333
4.811418	 	360.000000
4.950128	 	366.666667
4.751741	 	373.333333
5.282386	 	380.000000
4.630773	 	386.666667
5.008192	 	393.333333
4.663031	 	400.000000
4.861418	 	406.666667
4.713031	 	413.333333
4.927547	 	420.000000
4.761418	 	426.666667
4.756579	 	433.333333
4.667870	 	440.000000
4.666257	 	446.666667
4.471095	 	453.333333
4.937224	 	460.000000
4.895289	 	466.666667
5.069482	 	473.333333
4.795289	 	480.000000
4.971095	 	486.666667
4.835611	 	493.333333
4.858192	 	500.000000
4.651741	 	506.666667
4.551741	 	513.333333
4.553353	 	520.000000
4.464644	 	526.666667
4.677547	 	533.333333
4.506579	 	540.000000
4.721095	 	546.666667
5.016257	 	553.333333
4.829160	 	560.000000
4.763031	 	566.666667
4.653353	 	573.333333
4.558192	 	580.000000
4.583999	 	586.666667
4.683999	 	593.333333
4.916257	 	600.000000
4.732386	 	606.666667
5.201741	 	613.333333
4.948515	 	620.000000
5.066257	 	626.666667
5.198515	 	633.333333
5.195289	 	640.000000
5.324321	 	646.666667
5.216257	 	653.333333
5.204966	 	660.000000
5.427547	 	666.666667
5.111418	 	673.333333
5.371095	 	680.000000
5.127547	 	686.666667
5.195289	 	693.333333
4.985611	 	700.000000
5.142063	 	706.666667
5.509805	 	713.333333
5.193676	 	720.000000
5.240450	 	726.666667
5.359805	 	733.333333
5.151741	 	740.000000
5.254966	 	746.666667
5.295289	 	753.333333
5.259805	 	760.000000
5.367870	 	766.666667
5.535611	 	773.333333
5.322708	 	780.000000
5.172708	 	786.666667
5.430773	 	793.333333
4.888837	 	800.000000
5.043676	 	806.666667
