Event,Header,PacketLength,TriggerType,StatusFlags,FlagPileup,FlagPolarity,FlagOffset,FlagCfdValid,HeaderType,TriggerID,ModuleID,ChannelID,SyncDelay,SynceCount,PeakSum,PeakTime,Prerise,IntegratedSum,Baseline,CFDPoint0,CFDPoint1,CFDPoint2,CFDPoint3,IntTimestamp0,IntTimestamp1,IntTimestamp2,IntTimestamp3,WaveformWords,Info.max,Info.min,Info.fracTimestamp,Info.intEnergy,Info.intEnergyB,Info.mean,Info.stdDev,
0,0XAAAAAAAA,1012,0,0,0,0,0,0,0,0,0,0,1073732420,0,15331,-28,30682,3068,6143,-30,-10,-5,9,0,25304,17741,385,2000,2218,1523,1584.699454,-0.200000,-3.500000,1574.775500,115.120455,
1,0XAAAAAAAA,1012,0,0,0,0,0,0,0,0,0,1,1073732420,0,15183,-40,30413,3039,6082,12,6,0,0,0,25304,17741,385,2000,1999,1509,3809.523810,-2.300000,-2.000000,1549.128000,80.788648,
2,0XAAAAAAAA,1012,0,0,0,0,0,0,0,0,0,2,1073732420,0,15414,-16,30859,3081,6177,-160,-167,-163,-159,0,25304,17741,385,2000,2026,1533,1541904.761905,-4.900000,-7.500000,1575.811500,79.900019,
3,0XAAAAAAAA,1012,0,0,0,0,0,0,0,0,0,3,1073732420,0,15306,-8,30724,3063,6151,-34,-58,-58,-45,0,25304,17741,385,2000,1589,1482,-101818.181818,-9.400000,-12.500000,1537.793000,13.952890,
4,0XAAAAAAAA,1012,0,0,0,0,0,0,0,0,0,8,1073732420,0,15391,4,30944,3086,6143,-129,-44,4,3,0,25304,17741,385,2000,2635,1522,2897.897898,-8.400000,14.500000,1595.237000,180.464326,
5,0XAAAAAAAA,1012,0,0,0,0,0,0,0,0,0,9,1073732420,0,15357,-33,30732,3069,6158,-91,-67,-36,-13,0,25304,17741,385,2000,2189,1521,9685.534591,-4.200000,-10.000000,1567.440000,103.890083,
6,0XAAAAAAAA,1012,0,0,0,0,0,0,0,0,0,10,1073732420,0,15425,-4,30864,3087,6175,-74,-47,-25,-13,0,25304,17741,385,2000,2033,1531,9593.495935,0.600000,-0.500000,1575.685500,90.659073,
7,0XAAAAAAAA,1012,0,0,0,0,0,0,0,0,0,11,1073732420,0,15288,-12,30603,3058,6131,-203,-132,-76,-25,0,25304,17741,385,2000,2655,1519,8983.050847,-2.300000,-7.500000,1601.803000,203.956868,
8,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073732420,0,15356,12,30807,3083,6143,9,10,11,15,0,23240,43496,385,2000,2864,1523,-42807.017544,2.300000,11.500000,1605.174500,222.300322,
9,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073732420,0,15298,8,30747,3067,6082,-23,-17,-15,-9,0,23240,43496,385,2000,2487,1509,20909.090909,-7.700000,26.000000,1576.435500,171.480418,
10,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073732420,0,15423,-7,30858,3082,6177,-31,-27,-23,-19,0,23240,43496,385,2000,2639,1532,38333.333333,-3.800000,-6.500000,1607.232500,180.105787,
11,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073732420,0,15297,-13,30860,3097,6151,39,83,90,56,0,23240,43496,385,2000,1597,1477,-80344.827586,11.000000,21.500000,1536.809500,15.027948,
12,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073732420,0,15322,-16,30706,3063,6143,-584,-379,-216,-74,0,23240,43496,385,2000,4134,1519,9001.772002,-7.600000,-8.500000,1692.482500,471.448671,
13,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073732420,0,15355,-23,30740,3069,6157,-461,-271,-133,-44,0,23240,43496,385,2000,4175,1518,7573.794096,-5.000000,-9.500000,1701.795500,475.037512,
14,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073732420,0,15424,-2,30889,3090,6175,-646,-492,-375,-284,0,23240,43496,385,2000,3714,1528,21562.759767,1.100000,2.500000,1693.562000,413.431223,
15,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073732420,0,15400,-14,30901,3102,6131,-624,-339,-126,-12,0,23240,43496,385,2000,5054,1509,5622.254758,11.900000,36.500000,1747.880000,654.002671,
16,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073732420,0,15323,11,30675,3060,6146,-305,-180,-84,-29,0,16342,62737,387,2000,5210,1515,7453.102453,-7.500000,-13.000000,1744.948500,626.598984,
17,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073732420,0,15192,0,30423,3038,6094,-322,-210,-118,-64,0,16342,62737,387,2000,4660,1503,10408.006159,-4.300000,-9.000000,1688.845500,545.531164,
18,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073732420,0,15418,-37,30885,3087,6182,-312,-217,-129,-64,0,16342,62737,387,2000,5823,1522,11129.807692,-1.500000,-4.000000,1798.370000,784.951179,
19,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073732420,0,15246,-26,30812,3076,6150,50,49,58,63,0,16342,62737,387,2000,1593,1480,-79722.222222,-5.200000,1.000000,1538.038500,14.020236,
20,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073732420,0,15332,-11,30676,3068,6152,-344,-237,-148,-86,0,16342,62737,387,2000,2898,1522,12406.334492,0.400000,-8.000000,1608.471500,226.394347,
21,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073732420,0,15356,-15,30752,3077,6161,-117,-66,-27,5,0,16342,62737,387,2000,3038,1522,5102.880658,1.800000,-3.500000,1638.522000,279.019289,
22,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073732420,0,15471,7,31092,3107,6173,-49,-10,5,8,0,16342,62737,387,2000,2966,1527,788.530466,-2.200000,20.500000,1639.726000,267.170818,
23,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073732420,0,15291,-34,30610,3061,6135,-252,-165,-104,-42,0,16342,62737,387,2000,3715,1516,10246.020260,0.000000,-6.500000,1646.013500,342.522406,
24,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073732420,0,15333,-15,30691,3067,6146,-92,-57,-29,-3,0,40520,3764,388,2000,2566,1524,6892.655367,-2.100000,-6.000000,1587.338000,172.627025,
25,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073732420,0,15192,-10,30436,3039,6094,-114,-60,-16,-6,0,40520,3764,388,2000,2260,1509,5543.478261,-4.600000,-8.000000,1559.842500,124.871589,
26,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073732420,0,15408,-4,30874,3079,6182,-146,-86,-52,-28,0,40520,3764,388,2000,2430,1529,10068.728522,-8.400000,-12.000000,1602.467500,159.796289,
27,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073732420,0,15269,-58,30881,3141,6150,-118,-109,-115,-129,0,40520,3764,388,2000,1585,1473,-204615.384615,52.900000,66.000000,1539.447000,14.025198,
28,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073732420,0,15330,-29,30678,3065,6151,-5296,-3436,-1868,-692,0,40520,3764,388,2000,16330,1492,8903.337668,-2.800000,-10.500000,2381.839500,2663.742530,
29,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073732420,0,15337,-30,30726,3069,6162,-1071,-640,-304,-66,0,40520,3764,388,2000,5631,1513,7016.810902,-3.600000,-12.000000,1807.158500,785.657865,
30,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073732420,0,15591,11,31461,3141,6173,-1070,-649,-289,-30,0,40520,3764,388,2000,5872,1518,6427.203065,-5.100000,54.500000,1850.132500,843.718429,
31,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073732420,0,15278,4,30613,3056,6135,-4260,-2767,-1622,-805,0,40520,3764,388,2000,16383,1486,10356.211990,-5.300000,-11.500000,2544.227000,2910.389178,
32,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073732420,0,15318,3,30703,3067,6139,3,-1,-5,-5,0,23895,26753,389,2000,2506,1522,-8095.238095,-3.300000,-2.500000,1584.282000,158.914954,
33,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073732420,0,15190,1,30428,3038,6082,-39,-17,-7,-13,0,23895,26753,389,2000,2255,1509,11060.606061,-4.800000,-3.000000,1555.691000,121.231104,
34,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073732420,0,15426,-22,30923,3096,6181,-13,-12,-8,-8,0,23895,26753,389,2000,2174,1533,32631.578947,3.700000,5.500000,1587.856500,109.389387,
35,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073732420,0,15317,-58,30811,3075,6147,61,85,85,78,0,23895,26753,389,2000,1595,1469,-104313.725490,-6.100000,1.500000,1536.666000,13.843390,
36,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073732420,0,15289,-34,30634,3066,6147,-800,-493,-261,-103,0,23895,26753,389,2000,3911,1519,8555.029416,2.600000,-7.500000,1675.166000,438.180352,
37,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073732420,0,15655,12,31426,3181,6149,78,242,213,196,0,23895,26753,389,2000,3063,1520,-40717.948718,38.400000,106.500000,1642.941000,273.078708,
38,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073732420,0,15403,-16,30866,3083,6173,-190,-122,-66,-32,0,23895,26753,389,2000,2712,1527,9559.748428,-3.600000,-3.500000,1628.641000,245.119237,
39,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073732420,0,15354,1,30896,3071,6127,-954,-613,-342,-159,0,23895,26753,389,2000,4304,1511,9643.574297,-18.600000,7.500000,1715.084500,527.403973,
40,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073732420,0,15366,-22,30801,3080,6139,-36,12,25,29,0,32501,14579,390,2000,3338,1521,-5737.179487,-0.100000,10.500000,1632.580500,287.113310,
41,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073732420,0,15169,-26,30415,3041,6082,-77,-35,0,10,0,32501,14579,390,2000,3465,1508,2409.909910,-0.500000,0.000000,1621.935500,321.524280,
42,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073732420,0,15531,1,31157,3129,6181,-46,-5,1,9,0,32501,14579,390,2000,3377,1528,662.768031,13.300000,38.500000,1652.382500,340.989326,
43,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073732420,0,15324,-39,30790,3050,6147,31,25,59,64,0,32501,14579,390,2000,1593,1477,-25764.411028,-29.000000,-23.500000,1538.924000,15.524955,
44,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073732420,0,15341,-1,30786,3077,6147,-286,-185,-107,-33,0,32501,14579,390,2000,3113,1521,8833.134209,-1.600000,3.500000,1610.815500,250.439964,
45,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073732420,0,15393,12,30898,3084,6149,-525,-280,-105,5,0,32501,14579,390,2000,5118,1514,5212.464589,-5.800000,9.500000,1774.571000,687.702533,
46,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073732420,0,15410,-9,30840,3089,6173,-568,-340,-152,-41,0,32501,14579,390,2000,5124,1523,7039.758809,5.000000,2.500000,1772.994500,650.781342,
47,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073732420,0,15419,-21,30890,3097,6127,20,34,44,58,0,32501,14579,390,2000,3216,1513,-24301.075269,8.000000,33.500000,1641.959500,302.934455,
48,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073732420,0,15310,8,30647,3062,6138,-70,-39,-20,-6,0,40208,58807,390,2000,2308,1522,7330.173776,-2.700000,-7.000000,1586.220500,146.759037,
49,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073732420,0,15216,12,30518,3043,6093,-166,-107,-70,-33,0,40208,58807,390,2000,2610,1506,11039.755352,-8.800000,-3.500000,1594.502000,200.679982,
50,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073732420,0,15409,-1,30852,3079,6181,-397,-322,-257,-209,0,40208,58807,390,2000,2490,1529,28065.712772,-6.200000,-11.500000,1609.879500,189.894194,
51,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073732420,0,15405,-47,30827,3090,6156,12,2,-18,-22,0,40208,58807,390,2000,1617,1477,-6885.245902,7.300000,12.000000,1539.137000,14.190287,
52,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073732420,0,15336,-4,30714,3069,6147,-871,-566,-303,-109,0,40208,58807,390,2000,3625,1516,8756.375049,-2.400000,-4.500000,1651.657500,382.765572,
53,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073732420,0,15332,-35,30730,3071,6157,-1558,-1017,-570,-234,0,40208,58807,390,2000,7161,1516,9410.877272,-2.000000,-7.500000,1910.152500,1092.773927,
54,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073732420,0,15420,-21,30880,3088,6178,-1454,-961,-546,-238,0,40208,58807,390,2000,7561,1515,9789.154155,0.000000,-1.000000,1961.605500,1203.384662,
55,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073732420,0,15567,-27,31332,3156,6133,-144,137,383,393,0,40208,58807,390,2000,4306,1514,-10235.146293,22.800000,89.500000,1717.894000,528.772823,
56,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073732420,0,15315,-21,30688,3069,6138,-171,-110,-65,-38,0,27498,12838,391,2000,4352,1520,11081.081081,0.200000,0.000000,1698.140000,500.936650,
57,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073732420,0,15202,-22,30458,3038,6093,-274,-173,-99,-42,0,27498,12838,391,2000,4564,1504,9393.939394,-7.800000,-8.500000,1676.714000,527.668775,
58,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073732420,0,15405,-6,30867,3080,6181,-415,-270,-161,-86,0,27498,12838,391,2000,4721,1525,10839.416058,-6.700000,-10.500000,1737.015000,596.058569,
59,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073732420,0,15306,-58,30709,3124,6156,-84,-67,-19,51,0,27498,12838,391,2000,1602,1483,1044.885946,53.100000,46.000000,1539.010500,16.391626,
60,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073732420,0,15296,-32,30659,3066,6147,-221,-118,-42,1,0,27498,12838,391,2000,3675,1518,5202.156334,0.100000,-7.500000,1650.266000,382.816323,
61,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073732420,0,15446,8,31122,3095,6157,-280,-147,-47,3,0,27498,12838,391,2000,4025,1523,4938.531788,-17.200000,16.500000,1685.962500,450.325407,
62,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073732420,0,15406,11,30870,3088,6178,-570,-368,-204,-66,0,27498,12838,391,2000,4156,1525,8679.395386,1.000000,-1.000000,1723.292500,526.113030,
63,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073732420,0,15292,-29,30659,3067,6133,-285,-170,-73,0,0,27498,12838,391,2000,4247,1511,5910.364146,1.100000,0.500000,1696.151500,499.475221,
64,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073732420,0,15342,-11,30755,3072,6146,-2332,-1643,-1062,-606,0,52903,38546,392,2000,16383,1483,12997.626903,-3.500000,-1.000000,2576.267500,3063.801747,
65,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073732420,0,15209,-3,30419,3031,6084,-2382,-1628,-1003,-558,0,52903,38546,392,2000,16383,1460,11895.467716,-10.900000,-11.000000,2619.663000,3266.733320,
66,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073732420,0,15426,-30,30877,3087,6181,-3670,-2557,-1674,-984,0,52903,38546,392,2000,16383,1485,13228.945308,-0.700000,-3.500000,2791.992000,3490.694247,
67,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073732420,0,15278,-57,30695,3098,6149,-38,-20,-25,6,0,52903,38546,392,2000,1657,1427,6771.653543,28.500000,23.500000,1538.635500,17.911634,
68,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073732420,0,15321,10,30694,3070,6149,-3869,-2675,-1671,-867,0,52903,38546,392,2000,12940,1498,11788.211788,0.600000,-4.500000,2197.159000,2084.269312,
69,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073732420,0,15341,-2,30732,3068,6154,-2990,-2009,-1207,-626,0,52903,38546,392,2000,12833,1501,11091.124060,-5.200000,-9.000000,2309.993000,2215.054928,
70,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073732420,0,15392,5,30876,3083,6174,-3259,-2199,-1333,-664,0,52903,38546,392,2000,12245,1503,11029.168112,-4.600000,-4.000000,2280.291500,2148.488767,
71,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073732420,0,15279,-21,30607,3063,6137,-4128,-2784,-1659,-836,0,52903,38546,392,2000,15646,1478,10918.401357,2.300000,-5.500000,2456.308000,2756.154562,
72,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073732420,0,15320,-11,30683,3067,6146,-36,-27,-23,-21,0,15619,59478,395,2000,3070,1519,33061.224490,-1.300000,-6.000000,1618.281000,262.658931,
73,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073732420,0,15198,0,30426,3039,6084,-187,-128,-83,-49,0,15619,59478,395,2000,3304,1507,12897.603486,-3.600000,-3.000000,1609.368500,285.113510,
74,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073732420,0,15409,-10,30843,3082,6181,-337,-228,-146,-81,0,15619,59478,395,2000,3031,1525,12196.078431,-2.300000,-8.500000,1632.964500,277.773001,
75,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073732420,0,15285,-46,30833,3091,6149,32,36,46,27,0,15619,59478,395,2000,1585,1474,466666.666667,7.700000,16.500000,1536.994000,14.041793,
76,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073732420,0,15330,-12,30689,3066,6149,-592,-448,-338,-256,0,15619,59478,395,2000,2997,1521,21025.641026,-2.900000,-8.500000,1611.626500,248.519209,
77,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073732420,0,15338,5,30721,3071,6154,-525,-357,-232,-122,0,15619,59478,395,2000,3547,1520,12108.945527,-1.100000,-6.000000,1653.365000,344.286366,
78,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073732420,0,15425,-16,30884,3079,6175,-419,-280,-185,-91,0,15619,59478,395,2000,3355,1529,11726.907631,-9.400000,-8.500000,1654.257500,331.558727,
79,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073732420,0,15286,-1,30609,3063,6137,-288,-193,-113,-40,0,15619,59478,395,2000,3301,1514,9490.291262,2.100000,-5.500000,1630.798500,304.993816,
80,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073732420,0,15348,-14,30727,3062,6137,6,9,7,3,0,25420,50761,398,2000,2254,1523,34545.454545,-10.700000,-6.500000,1575.914500,127.782867,
81,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073732420,0,15189,-40,30428,3036,6086,15,15,15,22,0,25420,50761,398,2000,1841,1510,-56507.936508,-6.800000,-7.000000,1536.531000,52.590941,
82,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073732420,0,15414,-43,30863,3094,6181,12,15,8,9,0,25420,50761,398,2000,2009,1532,42500.000000,7.700000,3.500000,1573.186000,82.024578,
83,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073732420,0,15330,-56,30808,3077,6155,1,1,20,12,0,25420,50761,398,2000,1597,1479,-14230.769231,-3.800000,-0.500000,1538.937000,15.465737,
84,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073732420,0,15329,-28,30726,3072,6146,-122,-66,-16,18,0,25420,50761,398,2000,2015,1523,3262.411348,-0.600000,-1.000000,1557.643500,75.519570,
85,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073732420,0,15356,-43,30737,3077,6150,12,8,3,1,0,25420,50761,398,2000,1880,1526,7192.982456,3.300000,2.000000,1561.074000,60.816918,
86,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073732420,0,15402,-10,30860,3091,6175,-108,-54,-24,-3,0,25420,50761,398,2000,1903,1530,5797.101449,5.000000,3.500000,1572.992000,65.431124,
87,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073732420,0,15275,7,30583,3048,6130,-50,-29,-19,-14,0,25420,50761,398,2000,2045,1517,12485.875706,-10.300000,-17.000000,1558.868000,92.038859,
88,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073732420,0,15336,-26,30660,3073,6137,12,17,18,19,0,56745,26638,399,2000,2065,1523,-53333.333333,7.000000,4.500000,1563.441000,84.116191,
89,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073732420,0,15203,-28,30423,3040,6086,-62,-40,-20,3,0,56745,26638,399,2000,1958,1509,5891.472868,-2.300000,-3.000000,1544.865500,67.410751,
90,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073732420,0,15417,-27,30863,3083,6181,-11,-1,14,19,0,56745,26638,399,2000,1917,1534,-6666.666667,-3.300000,-7.500000,1565.500500,63.772588,
91,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073732420,0,15345,-7,30881,3069,6155,-29,-49,-51,-27,0,56745,26638,399,2000,1586,1482,646666.666667,-19.100000,-8.500000,1538.501500,13.778389,
92,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073732420,0,15478,-40,31094,3126,6146,68,38,18,-3,0,56745,26638,399,2000,1617,1523,5321.888412,16.600000,53.000000,1541.138500,14.480135,
93,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073732420,0,15434,-3,31037,3092,6150,-27,-34,-23,-30,0,56745,26638,399,2000,1608,1522,946666.666667,-11.700000,17.000000,1542.825000,13.111231,
94,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073732420,0,15413,-21,30850,3082,6175,-4,3,1,2,0,56745,26638,399,2000,1585,1529,-5416.666667,-3.000000,-5.500000,1544.463500,6.997690,
95,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073732420,0,15437,5,31119,3097,6130,3,2,4,6,0,56745,26638,399,2000,1611,1521,-26060.606061,-14.900000,32.000000,1536.425500,13.362502,
96,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073732420,0,15324,8,30688,3064,6137,-944,-566,-307,-137,0,49455,37913,401,2000,16383,1484,8818.407960,-4.800000,-4.500000,2487.622500,2824.990881,
97,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073732420,0,15196,-33,30419,3034,6086,-1245,-753,-366,-87,0,49455,37913,401,2000,16383,1473,7246.827247,-7.900000,-9.000000,2436.959000,2873.671362,
98,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073732420,0,15416,-3,30906,3090,6181,-1705,-1059,-554,-200,0,49455,37913,401,2000,16383,1497,8346.613546,-0.600000,-0.500000,2569.291000,3007.144892,
99,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073732420,0,15220,0,30883,3078,6155,-45,-80,-119,-149,0,49455,37913,401,2000,1674,1371,-21994.301994,-10.300000,0.500000,1538.534500,20.119066,
100,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073732420,0,15357,-12,30723,3074,6146,-11048,-6826,-3404,-1070,0,49455,37913,401,2000,16383,1451,7833.073510,1.700000,1.000000,3054.980500,3889.169606,
101,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073732420,0,15344,-38,30724,3070,6150,-7292,-4187,-1889,-537,0,49455,37913,401,2000,16383,1449,6937.907193,-2.400000,-5.000000,3055.985000,3946.083187,
102,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073732420,0,15411,8,30871,3077,6175,-7294,-4417,-2138,-653,0,49455,37913,401,2000,16383,1459,7553.073297,-10.100000,-10.500000,3093.544500,4038.510797,
103,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073732420,0,15485,-2,31305,3126,6130,-9239,-5469,-2619,-771,0,49455,37913,401,2000,16383,1431,7342.441188,-4.500000,61.000000,3256.909500,4200.535365,
104,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073732420,0,15332,-19,30701,3067,6137,-472,-318,-189,-98,0,49628,12161,403,2000,7129,1510,11015.187850,-3.100000,-1.500000,1839.871000,959.600500,
105,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073732420,0,15439,-13,31292,3141,6086,-76,-58,-33,-7,0,49628,12161,403,2000,5300,1502,9166.666667,11.800000,98.000000,1714.312500,641.344668,
106,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073732420,0,15422,-18,30872,3084,6181,-492,-352,-213,-103,0,49628,12161,403,2000,4387,1526,11470.137825,-3.200000,-6.500000,1710.462500,492.912376,
107,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073732420,0,15339,-15,30868,3076,6155,-62,-48,-51,-29,0,49628,12161,403,2000,1598,1480,29652.777778,-10.800000,-1.500000,1539.314000,14.433621,
108,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073732420,0,15295,-33,30652,3066,6146,-244,-149,-60,-2,0,49628,12161,403,2000,2449,1520,5971.370143,0.800000,-7.000000,1590.531000,165.344489,
109,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073732420,0,15361,-24,30776,3075,6150,-184,-91,-31,8,0,49628,12161,403,2000,2615,1522,4475.890985,-2.600000,0.000000,1596.701500,171.458565,
110,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073732420,0,15417,4,30866,3080,6175,-172,-116,-55,-28,0,49628,12161,403,2000,2554,1530,9208.924949,-6.600000,-7.500000,1601.353500,179.782451,
111,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073732420,0,15279,-23,30591,3052,6130,-158,-110,-56,-23,0,49628,12161,403,2000,2384,1517,9266.521423,-7.100000,-13.000000,1595.922500,177.824598,
112,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073732420,0,15511,4,31506,3113,6140,20,22,23,30,0,27227,46665,405,2000,1594,1526,-54408.602151,-37.600000,43.000000,1538.045500,9.329385,
113,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073732420,0,15172,-39,30410,3039,6084,15,18,21,25,0,27227,46665,405,2000,1589,1511,-43232.323232,-2.000000,-3.000000,1523.482500,9.339951,
114,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073732420,0,15420,-3,30884,3089,6185,1,2,8,11,0,27227,46665,405,2000,1644,1532,-13518.518519,0.600000,-3.500000,1550.013000,14.521599,
115,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073732420,0,15278,0,30775,3047,6148,-43,-35,-56,-76,0,27227,46665,405,2000,1589,1473,-32500.000000,-30.500000,-27.000000,1537.099500,15.101808,
