Event,Header,PacketLength,TriggerType,StatusFlags,FlagPileup,FlagPolarity,FlagOffset,FlagCfdValid,HeaderType,TriggerID,ModuleID,ChannelID,SyncDelay,SynceCount,PeakSum,PeakTime,Prerise,IntegratedSum,Baseline,CFDPoint0,CFDPoint1,CFDPoint2,CFDPoint3,IntTimestamp0,IntTimestamp1,IntTimestamp2,IntTimestamp3,WaveformWords,Info.max,Info.min,Info.fracTimestamp,Info.intEnergy,Info.intEnergyB,Info.mean,Info.stdDev,
0,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073734200,0,-4797,-28,466180,461564,6143,19,11,7,16,0,54010,56768,698,2000,1612,1524,64615.384615,-4616.000000,839.000000,1539.369500,12.089953,
1,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,1,1073734200,0,-4428,6,461019,456662,6085,33,0,-21,-48,0,55391,56768,698,2000,1562,1508,-5606.060606,-4357.000000,287.000000,1522.232500,5.548914,
2,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073734200,0,-5739,-28,469963,464535,6181,12,17,8,9,0,54010,56768,698,2000,1655,1533,39259.259259,-5428.000000,960.000000,1547.817500,14.402368,
3,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073734200,0,-9488,-28,471578,463007,6151,19,18,30,34,0,54010,56768,698,2000,1727,1526,-32865.497076,-8571.000000,1682.000000,1543.695000,23.892174,
4,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073734200,0,-53640,-28,529672,479296,6137,62,85,113,155,0,54010,56768,698,2000,2536,1522,-25863.192182,-50376.000000,19021.000000,1578.941000,144.801604,
5,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073734200,0,-73110,-28,558901,490302,6145,68,109,164,200,0,54010,56768,698,2000,2849,1523,-23325.942350,-68599.000000,29427.000000,1603.917500,201.553523,
6,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073734200,0,-71156,-28,573978,511046,6168,83,149,217,299,0,54010,56768,698,2000,2634,1528,-20744.878957,-62932.000000,48446.000000,1623.367500,219.573870,
7,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073734200,0,-72851,-28,549315,478779,6128,162,204,257,311,0,54010,56768,698,2000,2717,1516,-34466.666667,-70536.000000,19179.000000,1588.930000,181.254073,
8,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073734200,0,-16539,-28,474313,458123,6085,5,18,27,35,0,18736,2771,700,2000,1894,1511,-17643.097643,-16190.000000,1748.000000,1532.111500,43.273388,
9,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,2,1073734200,0,-9521,-28,482225,474246,6181,44,16,-19,-67,0,18739,2771,700,2000,1875,1533,-4510.869565,-7979.000000,10671.000000,1558.713500,43.871567,
10,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,3,1073734200,0,-9773,-28,473500,464540,6151,25,3,-14,-34,0,18751,2771,700,2000,1715,1523,-5051.546392,-8960.000000,3215.000000,1544.854500,26.633087,
11,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073734200,0,-231416,-28,743467,524458,6137,125,294,482,659,0,18736,2771,700,2000,5403,1518,-17858.472998,-219009.000000,64183.000000,1709.388000,570.846175,
12,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073734200,0,-352948,-28,943326,618797,6145,661,783,938,1120,0,18736,2771,700,2000,7671,1514,-41431.679721,-324529.000000,157922.000000,1858.515000,971.696660,
13,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073734200,0,-401285,-28,1006701,636254,6169,770,939,1097,1256,0,18736,2771,700,2000,7794,1518,-45226.897690,-370447.000000,173579.000000,1900.539000,1075.955173,
14,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073734200,0,-193869,-28,736966,558206,6128,208,263,312,395,0,18736,2771,700,2000,5098,1514,-35519.125683,-178760.000000,98606.000000,1718.062000,566.749024,
15,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,0,1073734200,0,-8779,-28,470652,462375,6143,49,22,-2,-25,0,18749,2771,700,2000,1716,1524,-352.303523,-8277.000000,1650.000000,1545.194500,25.253587,
16,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073734200,0,-8739,-28,472801,465052,6135,-16,13,29,46,0,60413,61453,700,2000,1715,1523,-9273.927393,-7749.000000,4927.000000,1542.251000,26.735258,
17,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073734200,0,-9589,-28,467207,457933,6089,22,26,30,27,0,60413,61453,700,2000,1661,1510,-95438.596491,-9274.000000,1258.000000,1527.236000,22.166942,
18,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073734200,0,-21565,-28,494246,474682,6192,42,68,110,118,0,60413,61453,700,2000,1906,1531,-24197.530864,-19564.000000,10282.000000,1568.478000,62.303439,
19,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,3,1073734200,0,-5870,97,467764,462189,6142,38,6,-33,-72,0,60603,61453,700,2000,1660,1526,-6088.527552,-5575.000000,1539.000000,1540.725000,15.594626,
20,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,8,1073734200,0,-123269,-28,606983,489641,6149,59,3,-41,-108,0,60433,61453,700,2000,3570,1521,-5993.883792,-117342.000000,28466.000000,1621.124500,290.796140,
21,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073734200,0,-170115,-28,705313,550282,6154,472,486,505,526,0,60413,61453,700,2000,4692,1523,-186482.504604,-155031.000000,88732.000000,1711.262000,486.922641,
22,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073734200,0,-160998,-28,722496,582838,6174,397,402,419,493,0,60413,61453,700,2000,4303,1525,-96830.601093,-139658.000000,119788.000000,1732.716000,518.333651,
23,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073734200,0,-122461,-28,630686,516947,6134,219,276,348,417,0,60413,61453,700,2000,3534,1515,-34864.864865,-113739.000000,56897.000000,1645.604500,342.076258,
24,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073734200,0,-5606,-28,466367,460996,6135,30,25,22,19,0,15862,7176,702,2000,1662,1523,41111.111111,-5371.000000,871.000000,1538.623500,14.944221,
25,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073734200,0,-1994,-28,458413,456531,6089,13,10,7,9,0,15862,7176,702,2000,1574,1508,40000.000000,-1882.000000,-144.000000,1523.715000,8.289860,
26,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,2,1073734200,0,-492,-28,467399,468959,6192,30,2,-22,-50,0,15879,7176,702,2000,1617,1528,-5858.585859,1560.000000,4559.000000,1552.714500,13.577334,
27,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073734200,0,-5771,-28,467735,462224,6142,12,5,3,1,0,15862,7176,702,2000,1674,1523,6666.666667,-5511.000000,1574.000000,1542.079000,17.689849,
28,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,8,1073734200,0,-7235,-28,469413,463712,6149,25,3,-22,-45,0,15922,7176,702,2000,1653,1523,-6099.290780,-5701.000000,2537.000000,1545.075000,19.431042,
29,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073734200,0,-20286,-28,494964,476616,6154,121,158,179,201,0,15862,7176,702,2000,1965,1523,-45415.070243,-18348.000000,15066.000000,1561.609000,71.429596,
30,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,10,1073734200,0,-32047,-28,508826,479694,6174,96,52,-12,-83,0,15879,7176,702,2000,1993,1528,-1863.560732,-29132.000000,16644.000000,1574.059500,87.452324,
31,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,11,1073734200,0,-6935,-28,476407,471603,6134,64,7,-44,-99,0,15872,7176,702,2000,1726,1519,-5555.555556,-4804.000000,11553.000000,1548.881500,37.446608,
32,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073734200,0,-12451,-61,473565,461056,6135,-1,4,-3,-10,0,30999,7737,702,2000,1745,1522,-8235.294118,-12509.000000,931.000000,1542.556500,27.029443,
33,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073734200,0,-55,-65,456367,457446,6088,3,0,2,2,0,30999,7737,702,2000,1565,1512,113333.333333,1079.000000,846.000000,1523.423500,6.816388,
34,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,2,1073734200,0,-1,-61,463289,463530,6192,8,5,-3,-6,0,31000,7737,702,2000,1594,1534,-2000.000000,241.000000,-870.000000,1548.466500,8.224468,
35,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,3,1073734200,0,-3126,62,464385,461497,6143,-3,0,-2,-8,0,31001,7737,702,2000,1596,1524,-16078.431373,-2888.000000,772.000000,1538.049500,10.502907,
36,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073734200,0,-17206,-25,482261,465226,6149,11,25,48,68,0,30999,7737,702,2000,1788,1523,-16391.752577,-17035.000000,4051.000000,1549.397500,37.899123,
37,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,9,1073734200,0,-24655,-28,493486,470895,6154,33,25,-15,-52,0,31010,7737,702,2000,1949,1522,-3841.807910,-22591.000000,9345.000000,1560.040500,64.589572,
38,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073734200,0,-13500,-28,480664,467976,6175,15,45,73,91,0,30999,7737,702,2000,1770,1533,-17916.666667,-12688.000000,4851.000000,1558.186000,35.398621,
39,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073734200,0,-7258,-28,473392,467087,6134,29,32,41,52,0,30999,7737,702,2000,1735,1519,-36239.316239,-6305.000000,7037.000000,1543.346000,31.355084,
40,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073734200,0,-16473,-28,478654,464208,6084,68,50,40,13,0,38346,24922,704,2000,1852,1511,12952.380952,-14446.000000,7908.000000,1537.593500,47.009906,
41,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,2,1073734200,0,-11760,-28,477012,465733,6182,27,7,-13,-23,0,38366,24922,704,2000,1725,1535,-3529.411765,-11279.000000,2083.000000,1555.054000,27.425792,
42,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073734200,0,-16143,-28,479176,463757,6144,-10,10,20,40,0,38346,24922,704,2000,1776,1525,-9583.333333,-15419.000000,2957.000000,1548.878500,39.622806,
43,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073734200,0,-532387,-28,1138660,639675,6146,1328,1409,1534,1667,0,38346,24922,704,2000,11245,1502,-89994.162288,-498985.000000,178725.000000,1962.068000,1400.016835,
44,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073734200,0,-234692,-28,787184,571304,6151,414,460,538,657,0,38346,24922,704,2000,5838,1518,-46063.610078,-215880.000000,109979.000000,1753.736000,659.738175,
45,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073734200,0,-253598,-28,805618,570803,6175,819,999,1171,1353,0,38346,24922,704,2000,5243,1523,-44126.268320,-234815.000000,107678.000000,1771.674500,675.381296,
46,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073734200,0,-648567,-28,1315557,713143,6124,1919,2324,2713,3117,0,38346,24922,704,2000,11669,1493,-45483.304042,-602414.000000,253843.000000,2083.519000,1712.902489,
47,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,0,1073734200,0,-12628,-28,476736,465353,6139,22,7,-23,-51,0,38358,24922,704,2000,1816,1522,-6345.381526,-11383.000000,4928.000000,1545.607500,35.235003,
48,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073734200,0,-337890,-28,893641,577306,6139,785,879,971,1051,0,34036,32896,704,2000,7709,1516,-72359.550562,-316335.000000,116881.000000,1810.237000,895.786102,
49,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073734200,0,-105750,-28,583747,481939,6085,174,234,305,372,0,34036,32896,704,2000,3396,1509,-30526.315789,-101808.000000,25564.000000,1597.810500,270.120543,
50,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073734200,0,-83362,-28,575823,498187,6182,200,257,331,401,0,34036,32896,704,2000,3144,1533,-32604.628262,-77636.000000,34537.000000,1619.761000,233.281291,
51,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073734200,0,-320996,-28,866521,562528,6144,479,664,847,1006,0,34036,32896,704,2000,6822,1517,-31640.211640,-303993.000000,101728.000000,1789.798500,829.918100,
52,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073734200,0,-5730,-28,468143,460373,6146,10,9,9,5,0,34036,32896,704,2000,1630,1522,33333.333333,-7770.000000,-577.000000,1539.614500,14.731425,
53,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,9,1073734200,0,-12683,-28,480160,468780,6151,100,52,-7,-65,0,34041,32896,704,2000,1814,1525,-926.594465,-11380.000000,7455.000000,1551.684500,38.546050,
54,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,10,1073734200,0,-2419,-28,466963,464949,6175,2,0,-2,13,0,34037,32896,704,2000,1598,1532,-10322.580645,-2014.000000,1824.000000,1547.053500,10.158525,
55,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,11,1073734200,0,-10210,-28,472336,462598,6124,15,7,-15,-43,0,34039,32896,704,2000,1696,1520,-6394.557823,-9738.000000,3298.000000,1546.605500,31.116408,
56,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,0,1073734200,0,-905,126,461505,460593,6145,0,0,-6,1,0,32529,61587,704,2000,1558,1524,-31111.111111,-912.000000,-282.000000,1535.463500,3.710616,
57,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,1,1073734200,0,-67,-49,456026,456877,6083,30,6,-19,-42,0,32544,61587,704,2000,1546,1511,-5062.240664,851.000000,652.000000,1520.895500,4.032813,
58,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073734200,0,-992,8,463867,462952,6175,0,4,0,-5,0,32528,61587,704,2000,1598,1531,-4210.526316,-915.000000,-173.000000,1546.908500,8.693396,
59,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073734200,0,-435,35,461747,464768,6145,27,21,21,12,0,32528,61587,704,2000,1619,1523,26666.666667,3021.000000,3893.000000,1538.549500,10.691751,
60,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073734200,0,-8808,-28,473815,466611,6140,45,43,41,5,0,32528,61587,704,2000,1707,1522,14972.677596,-7204.000000,6111.000000,1544.191500,29.029792,
61,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,9,1073734200,0,-18456,-28,485279,468196,6149,62,28,-8,-45,0,32549,61587,704,2000,1904,1525,-1605.975724,-17083.000000,7021.000000,1551.683000,49.070699,
62,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073734200,0,-25751,-28,495232,470638,6169,46,60,90,108,0,32528,61587,704,2000,2051,1531,-26790.123457,-24594.000000,7963.000000,1564.256000,67.975124,
63,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073734200,0,-30000,-28,500113,473460,6125,52,78,105,130,0,32528,61587,704,2000,2157,1518,-26641.123883,-26653.000000,14085.000000,1557.301500,86.178464,
64,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073734200,0,-115911,-28,611748,503559,6145,287,362,437,519,0,50295,17842,706,2000,3695,1519,-38028.534371,-108189.000000,42684.000000,1631.971500,310.106138,
65,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073734200,0,-282003,-28,785986,517543,6083,-42,112,296,483,0,50295,17842,706,2000,7177,1505,-11377.676710,-268443.000000,61318.000000,1718.931500,714.739571,
66,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073734200,0,-302041,-28,840941,554875,6175,221,479,745,1008,0,50295,17842,706,2000,7016,1520,-18896.079178,-286066.000000,91750.000000,1776.269500,773.676843,
67,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073734200,0,-81969,-28,579943,505350,6145,1,88,176,246,0,50295,17842,706,2000,3298,1520,-13681.652491,-74593.000000,44475.000000,1616.684000,247.369439,
68,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073734200,0,-298962,-28,829451,551617,6140,972,1043,1091,1135,0,50295,17842,706,2000,6632,1512,-134959.652390,-277834.000000,91117.000000,1770.354000,756.960412,
69,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,9,1073734200,0,-166299,-28,699334,548793,6149,201,77,-100,-292,0,50299,17842,706,2000,4739,1522,-4480.676329,-150541.000000,87618.000000,1706.976500,479.227207,
70,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073734200,0,-199785,-28,757830,577130,6169,484,470,479,460,0,50295,17842,706,2000,4682,1524,497460.317460,-180700.000000,114455.000000,1749.924000,584.922797,
71,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073734200,0,-374189,-28,958240,609650,6125,35,262,496,727,0,50295,17842,706,2000,7757,1505,-14300.144300,-348590.000000,150275.000000,1853.228000,1014.381792,
72,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073734200,0,-1963,-28,465117,463590,6144,-2,4,8,12,0,58964,22311,706,2000,1654,1523,-11304.347826,-1527.000000,2790.000000,1537.740500,13.933347,
73,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073734200,0,-8112,-28,465227,457278,6083,7,12,-3,12,0,58964,22311,706,2000,1697,1512,+Inf,-7949.000000,1053.000000,1527.365000,20.399431,
74,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073734200,0,-2240,-28,470020,467397,6176,21,27,26,10,0,58964,22311,706,2000,1638,1534,37843.137255,-2623.000000,4197.000000,1550.265000,13.577510,
75,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073734200,0,-10811,-28,474931,464998,6146,125,145,152,150,0,58964,22311,706,2000,1704,1525,-119593.495935,-9933.000000,4048.000000,1548.802000,28.625684,
76,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073734200,0,-65941,-28,543261,482855,6140,244,229,179,122,0,58964,22311,706,2000,2707,1522,27676.282051,-60406.000000,22355.000000,1589.391000,170.947636,
77,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073734200,0,-44731,-28,518746,476662,6149,182,195,209,216,0,58964,22311,706,2000,2264,1524,-118563.218391,-42084.000000,15487.000000,1572.726000,116.320333,
78,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073734200,0,-35165,-28,513833,482149,6169,193,203,213,207,0,58964,22311,706,2000,2054,1532,-264871.794872,-31684.000000,19474.000000,1578.416500,100.907532,
79,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073734200,0,-63932,-28,554080,495790,6125,207,234,246,244,0,58964,22311,706,2000,2715,1517,-129485.094851,-58290.000000,36415.000000,1597.202500,192.777036,
80,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073734200,0,0,-59,460447,462771,6135,32,31,15,-5,0,64568,45325,706,2000,1571,1526,6246.719160,2324.000000,2646.000000,1536.963500,6.202997,
81,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,1,1073734200,0,0,-58,457212,457367,6084,4,2,-4,-2,0,64569,45325,706,2000,1565,1510,-3333.333333,155.000000,1067.000000,1522.276500,6.751818,
82,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,2,1073734200,0,-267,63,464407,464923,6173,22,5,-8,-35,0,64728,45325,706,2000,1595,1531,-4782.608696,516.000000,1948.000000,1547.055500,7.592261,
83,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073734200,0,-9258,-28,471181,461600,6145,6,6,22,25,0,64568,45325,706,2000,1731,1523,-16803.652968,-9581.000000,725.000000,1544.213000,23.724895,
84,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,8,1073734200,0,-46707,-28,512160,467128,6142,46,91,126,153,0,64568,45325,706,2000,2365,1521,-22808.988764,-45032.000000,6478.000000,1563.688000,113.912772,
85,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,9,1073734200,0,-23995,-28,494040,474837,6148,68,0,-64,-120,0,64569,45325,706,2000,1963,1524,-6411.889597,-19203.000000,13737.000000,1563.906500,66.161052,
86,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073734200,0,-19888,-28,487535,468715,6173,51,61,73,81,0,64568,45325,706,2000,1857,1533,-46797.385621,-18820.000000,5740.000000,1558.767500,49.311565,
87,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073734200,0,-48278,-28,517235,471225,6121,70,95,136,171,0,64568,45325,706,2000,2321,1518,-26201.550388,-46010.000000,12150.000000,1572.883000,120.452378,
88,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073734200,0,-12200,-28,475065,463349,6135,13,23,31,40,0,40128,1351,707,2000,1773,1525,-23370.786517,-11716.000000,3224.000000,1547.070500,32.535174,
89,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073734200,0,-4216,-28,463058,459065,6084,6,10,17,19,0,40128,1351,707,2000,1628,1511,-22173.913043,-3993.000000,2765.000000,1526.301500,15.871251,
90,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073734200,0,-4263,-28,470489,467359,6174,3,19,20,25,0,40128,1351,707,2000,1661,1532,-20000.000000,-3130.000000,4309.000000,1552.070000,16.339250,
91,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,3,1073734200,0,-5815,-28,473468,464172,6145,80,32,-30,-96,0,40177,1351,707,2000,1659,1525,-3728.813559,-9296.000000,3297.000000,1546.792000,20.174928,
92,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,8,1073734200,0,-37173,-28,503501,468688,6142,52,3,-45,-87,0,40132,1351,707,2000,2295,1522,-6093.189964,-34813.000000,8038.000000,1560.949000,94.007863,
93,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073734200,0,-40104,-28,513412,475987,6149,197,229,255,282,0,40128,1351,707,2000,2278,1525,-60450.771056,-37425.000000,14812.000000,1575.543000,106.312766,
94,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073734200,0,-35429,-28,513196,475579,6173,160,174,187,198,0,40128,1351,707,2000,2053,1527,-97690.288714,-37617.000000,12604.000000,1574.965500,88.809663,
95,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,11,1073734200,0,-84593,-4,552352,470659,6122,179,58,-93,-283,0,19994,1353,707,2000,1981,1516,-4840.598569,-81693.000000,11509.000000,1551.060000,65.160160,
96,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,1,1073734200,0,-8583,-28,465344,456950,6085,10,11,21,20,0,26818,4232,707,2000,1705,1509,-29166.666667,-8394.000000,575.000000,1526.489000,22.745854,
97,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073734200,0,-7546,-28,472731,465136,6178,13,37,57,62,0,26818,4232,707,2000,1679,1529,-20199.600798,-7595.000000,1786.000000,1549.807500,18.829669,
98,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,3,1073734200,0,-6845,-28,472188,465756,6138,32,11,-4,-19,0,26823,4232,707,2000,1668,1522,-1349.206349,-6432.000000,5406.000000,1546.061000,20.602434,
99,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073734200,0,-97422,-28,587072,495979,6151,-61,8,88,166,0,26818,4232,707,2000,3208,1526,-7735.435830,-91093.000000,34654.000000,1620.376500,252.658623,
100,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073734200,0,-64489,-28,572028,514981,6180,-29,76,199,332,0,26818,4232,707,2000,2637,1530,-11321.171918,-57047.000000,51481.000000,1625.560000,212.819321,
101,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073734200,0,-95107,-28,577809,487712,6127,277,362,428,492,0,26818,4232,707,2000,3126,1517,-39878.105954,-90097.000000,28187.000000,1604.040000,241.317885,
102,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,0,1073734200,0,-9210,-28,472257,462910,6142,53,23,-12,-42,0,26875,4232,707,2000,1673,1526,-2187.500000,-9347.000000,2260.000000,1541.996500,20.916154,
103,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,8,1073734200,0,-94922,92,561589,468375,6141,115,56,-39,-176,0,2683,4241,707,2000,1780,1523,-4090.909091,-93214.000000,7800.000000,1543.107500,27.619032,
104,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073734200,0,0,-59,463311,463918,6178,7,23,28,17,0,52131,37246,708,2000,1611,1534,-39047.619048,607.000000,568.000000,1548.056000,8.991878,
105,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,3,1073734200,0,-884,-26,461645,460497,6138,0,0,-2,-4,0,52136,37246,708,2000,1664,1521,-10476.190476,-1148.000000,147.000000,1543.131000,17.887198,
106,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,8,1073734200,0,-11958,-28,477721,464794,6141,23,10,-8,-29,0,52158,37246,708,2000,1757,1524,-3716.475096,-12927.000000,4219.000000,1547.249500,30.412682,
107,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,9,1073734200,0,-6788,-28,475342,471309,6151,16,30,48,46,0,52131,37246,708,2000,1751,1525,-24938.271605,-4033.000000,9984.000000,1551.586500,31.427910,
108,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,10,1073734200,0,-9231,-28,477186,469028,6180,23,28,35,51,0,52131,37246,708,2000,1716,1531,-28424.908425,-8158.000000,5528.000000,1556.990500,28.722228,
109,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,11,1073734200,0,-13111,-28,479025,464210,6127,53,67,85,101,0,52131,37246,708,2000,1730,1520,-34814.814815,-14815.000000,4685.000000,1547.745000,33.845280,
110,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,0,1073734200,0,-828,-28,461375,460624,6142,0,3,-2,-6,0,52137,37246,708,2000,1565,1520,-6956.521739,-751.000000,-26.000000,1535.384000,3.890571,
111,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,1,1073734200,0,-2556,-9,459755,457399,6085,43,12,-15,-43,0,52217,37246,708,2000,1601,1512,-3508.771930,-2356.000000,1024.000000,1526.188000,12.112954,
112,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,0,1073734200,0,-4589,-28,466740,461542,6142,5,11,19,33,0,31354,63927,708,2000,1639,1524,-15652.173913,-5198.000000,892.000000,1538.943500,12.652087,
113,0XAAAAAAAA,1012,0,10,0,1,0,1,0,0,0,1,1073734200,0,-2145,-27,458628,456532,6085,1,5,-2,-11,0,31367,63927,708,2000,1581,1509,-6046.511628,-2096.000000,157.000000,1522.243500,6.251656,
114,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,2,1073734200,0,-1714,-28,468530,468053,6177,1,0,3,5,0,31354,63927,708,2000,1637,1533,-13333.333333,-477.000000,4778.000000,1548.994500,14.240522,
115,0XAAAAAAAA,1012,0,2,0,1,0,0,0,0,0,3,1073734200,0,-5790,-28,468109,465447,6138,4,13,16,14,0,31354,63927,708,2000,1629,1523,-27070.707071,-2662.000000,5097.000000,1543.165500,19.172353,
